key,star,fork,hasdownload,hasissue,haswiki,haspage,openissue,size,testfile,docfile,srcfile,loc,comment,filedepth,filect,dirbranching,dirct
megous--megatools,658,97,1,1,1,0,43,556,0,0,34,10239,1084,11,58,63,5
memcached--memcached,5431,1891,0,1,1,0,19,1492,0,19,121,20807,3084,19,147,155,8
memononen--nanosvg,332,71,1,1,1,0,30,492,0,0,7,4190,411,4,13,15,2
memononen--nanovg,1612,253,1,1,1,0,138,3072,0,0,22,16380,2716,9,44,48,4
merbanan--rtl_433,406,175,1,1,1,0,64,828,0,0,92,10113,3297,19,98,106,8
mgba-emu--mgba,571,69,1,1,0,0,114,19652,0,3,846,215073,38405,639,1184,1315,131
miao1007--Openwrt-NetKeeper,335,120,1,1,1,0,47,192,0,0,18,1546,343,11,19,23,4
michaeltyson--TPCircularBuffer,439,77,1,1,1,0,4,56,0,0,4,438,372,0,6,6,0
MiCode--Xiaomi_Kernel_OpenSource,722,568,1,1,1,0,60,580980,0,0,36349,11432089,2405917,11300,41541,44079,2538
micronucleus--micronucleus,501,111,1,1,1,0,7,8468,0,0,38,3833,3323,90,104,131,27
micropython--micropython,3949,858,1,1,1,0,352,41144,0,0,2141,399726,208015,782,2416,2627,211
Microsoft--react-native-code-push,1817,222,1,1,1,0,32,2180,51,0,169,19064,3556,394,203,276,73
Microsoft--Windows-driver-samples,1033,1079,1,1,1,0,60,166816,0,0,2571,654971,263544,2213,4193,4728,535
MidnightCommander--mc,422,288,1,0,0,0,25,14604,0,121,569,121745,26493,312,894,980,86
miloyip--json-tutorial,717,713,1,1,1,0,13,932,0,0,42,6300,38,37,86,102,16
miniupnp--miniupnp,360,159,1,1,1,0,10,2352,0,0,236,38942,5299,56,305,325,20
minix3--minix,691,347,1,0,0,0,4,457728,0,0,30053,4326255,1471432,48238,45697,51805,6108
minoca--os,1308,68,1,1,1,0,22,43972,0,0,1890,624999,396213,1558,2201,2581,380
mintomic--mintomic,450,89,1,1,1,0,0,336,0,0,58,2465,383,42,59,73,14
